Program,Year,Cost_model,Avg_price,Enrollment,Completion_rate,Dropout_rate,Job_placement_rate,Avg_income_post_training,Training_duration_month,Delivery_mode,Region,Local_job_demand,Remote_job_demand,Total_job_demand,Talent_output,Employed_talent,Unemployed_talent,Total_revenue
ALX,2025,Subsidized,34691,4811,0.79,0.18,0.34,121708,6,Hybrid,North Central,2537,633,3170,3800,1292,2508,166898401
HNG,2022,Free,0,40560,0.61,0.36,0.45,134213,7,Online,North East,3364,5635,8999,24741,11133,13608,0
HNG,2025,Subsidized,22763,20889,0.75,0.26,0.65,210698,5,Hybrid,North Central,3317,3696,7013,15666,10182,5484,475496307
HNG,2025,Free,0,27251,0.7,0.28,0.5,377345,7,Online,North West,2562,4493,7055,19075,9537,9538,0
ALX,2025,Paid,498538,14432,0.85,0.19,0.64,222321,8,Online,North East,4789,1595,6384,12267,7850,4417,7194900416
3MTT,2025,Subsidized,27833,47513,0.43,0.59,0.58,115282,3,Online,South East,4666,2396,7062,20430,11849,8581,1322429329
ALX,2025,Subsidized,31345,34577,0.54,0.47,0.74,157514,9,Hybrid,South South,1331,3988,5319,18671,13816,4855,1083816065
HNG,2023,Subsidized,69573,43233,0.84,0.19,0.31,245404,6,Online,North East,2047,1508,3555,36315,11257,25058,3007849509
ALX,2024,Subsidized,23258,32129,0.61,0.37,0.44,245279,11,Online,North Central,155,3524,3679,19598,8623,10975,747256282
HNG,2023,Subsidized,86205,13163,0.77,0.22,0.45,358637,2,Online,North Central,4535,5884,10419,10135,4560,5575,1134716415
ALX,2025,Free,0,24503,0.65,0.34,0.41,99622,10,Hybrid,North West,4833,6582,11415,15926,6529,9397,0
ALX,2025,Free,0,34051,0.79,0.17,0.71,323876,2,Hybrid,North East,2361,2821,5182,26900,19099,7801,0
3MTT,2022,Free,0,28725,0.8,0.2,0.41,123209,9,Hybrid,South East,4232,2891,7123,22980,9421,13559,0
3MTT,2022,Free,0,1925,0.84,0.15,0.37,326984,4,Online,South South,932,7409,8341,1617,598,1019,0
3MTT,2022,Paid,247214,47574,0.6,0.38,0.58,370006,8,Hybrid,South East,1404,3234,4638,28544,16555,11989,11760958836
3MTT,2023,Paid,125761,3762,0.63,0.33,0.6,164667,7,Online,North East,4364,3333,7697,2370,1422,948,473112882
3MTT,2023,Subsidized,38595,22423,0.71,0.27,0.44,208027,5,Hybrid,South West,4911,3223,8134,15920,7004,8916,865415685
ALX,2025,Subsidized,57289,34392,0.63,0.42,0.33,229457,2,Online,South South,1906,3147,5053,21666,7149,14517,1970283288
3MTT,2025,Subsidized,59291,12897,0.83,0.18,0.71,239413,5,Online,South South,4787,982,5769,10704,7599,3105,764676027
3MTT,2025,Paid,212150,38883,0.49,0.47,0.35,378634,11,Hybrid,North West,2270,3591,5861,19052,6668,12384,8249028450
ALX,2022,Paid,213096,13309,0.81,0.2,0.39,217925,2,Online,South East,4755,1168,5923,10780,4204,6576,2836094664
HNG,2022,Free,0,3703,0.67,0.37,0.6,283990,11,Hybrid,North West,3449,1977,5426,2481,1488,993,0
HNG,2023,Subsidized,45705,28863,0.88,0.1,0.73,300686,6,Hybrid,North East,3285,2394,5679,25399,18541,6858,1319183415
ALX,2023,Paid,256810,7272,0.54,0.47,0.6,345033,3,Hybrid,South West,3372,1077,4449,3926,2355,1571,1867522320
ALX,2024,Subsidized,27612,32569,0.44,0.53,0.77,98706,4,Online,South West,1966,4247,6213,14330,11034,3296,899295228
HNG,2022,Paid,331110,31885,0.51,0.53,0.71,235049,10,Hybrid,South South,4924,1929,6853,16261,11545,4716,10557442350
3MTT,2025,Free,0,24470,0.61,0.41,0.47,84922,10,Hybrid,North East,3267,3197,6464,14926,7015,7911,0
HNG,2025,Free,0,27228,0.4,0.56,0.57,87086,7,Hybrid,South South,2611,649,3260,10891,6207,4684,0
ALX,2022,Free,0,14774,0.64,0.39,0.68,96304,7,Online,North East,3275,4481,7756,9455,6429,3026,0
HNG,2023,Free,0,45490,0.74,0.3,0.61,211074,4,Hybrid,South West,4423,7256,11679,33662,20533,13129,0
HNG,2024,Free,0,15537,0.85,0.11,0.33,89491,4,Online,South West,4910,1147,6057,13206,4357,8849,0
ALX,2025,Subsidized,85629,36255,0.83,0.14,0.73,250491,5,Online,South South,3244,3787,7031,30091,21966,8125,3104479395
3MTT,2022,Subsidized,48261,41565,0.45,0.54,0.36,136176,11,Hybrid,South South,2725,4049,6774,18704,6733,11971,2005968465
HNG,2023,Free,0,8237,0.7,0.3,0.3,87310,2,Online,South West,1569,2900,4469,5765,1729,4036,0
HNG,2024,Paid,272687,48053,0.52,0.52,0.35,89852,5,Hybrid,South West,2324,2310,4634,24987,8745,16242,13103428411
HNG,2024,Free,0,1812,0.88,0.16,0.74,155542,2,Online,South West,3370,5590,8960,1594,1179,415,0
HNG,2023,Subsidized,73175,19180,0.67,0.32,0.67,269400,5,Hybrid,North Central,3237,861,4098,12850,8609,4241,1403496500
3MTT,2025,Free,0,48161,0.56,0.44,0.74,92120,9,Hybrid,South West,4176,6971,11147,26970,19957,7013,0
3MTT,2024,Free,0,19593,0.75,0.22,0.75,389742,10,Hybrid,North West,109,4344,4453,14694,11020,3674,0
ALX,2024,Free,0,16428,0.49,0.54,0.68,323768,9,Online,North West,2258,3116,5374,8049,5473,2576,0
ALX,2025,Subsidized,64563,31128,0.53,0.5,0.44,169110,8,Online,South South,3571,6352,9923,16497,7258,9239,2009717064
3MTT,2025,Paid,450002,8499,0.77,0.24,0.71,337416,9,Online,South South,3890,6258,10148,6544,4646,1898,3824566998
HNG,2025,Free,0,28567,0.4,0.63,0.43,188541,10,Online,South East,501,2853,3354,11426,4913,6513,0
3MTT,2024,Free,0,25343,0.7,0.3,0.31,217521,10,Online,South East,4884,7381,12265,17740,5499,12241,0
3MTT,2022,Free,0,10555,0.81,0.17,0.53,296669,3,Hybrid,North Central,1509,213,1722,8549,4530,4019,0
HNG,2022,Subsidized,35704,30402,0.66,0.36,0.69,222487,8,Online,North West,4267,7785,12052,20065,13844,6221,1085473008
HNG,2024,Subsidized,22402,13775,0.41,0.64,0.41,364764,2,Hybrid,North Central,2493,4120,6613,5647,2315,3332,308587550
ALX,2024,Paid,330395,44725,0.72,0.23,0.63,315706,7,Online,North East,3103,4880,7983,32202,20287,11915,14776916375
3MTT,2022,Paid,244811,48856,0.82,0.13,0.42,124135,6,Hybrid,South East,1965,3325,5290,40061,16825,23236,11960486216
ALX,2024,Paid,263944,40701,0.66,0.39,0.66,117412,8,Online,North East,4494,3734,8228,26862,17728,9134,10742784744
3MTT,2025,Free,0,11819,0.56,0.42,0.31,309484,9,Hybrid,South West,4637,6561,11198,6618,2051,4567,0
HNG,2022,Subsidized,47632,13356,0.56,0.48,0.44,308953,9,Hybrid,South West,1357,7090,8447,7479,3290,4189,636172992
3MTT,2022,Free,0,14610,0.73,0.23,0.77,104544,6,Hybrid,South East,3973,5799,9772,10665,8212,2453,0
3MTT,2024,Paid,226839,48723,0.51,0.48,0.61,84507,6,Hybrid,North East,4387,6934,11321,24848,15157,9691,11052276597
HNG,2024,Paid,497693,7033,0.56,0.45,0.66,269977,3,Hybrid,South South,3162,4218,7380,3938,2599,1339,3500274869
3MTT,2025,Paid,299988,28843,0.47,0.56,0.44,314748,4,Online,South South,1854,2369,4223,13556,5964,7592,8652553884
ALX,2025,Subsidized,40140,9871,0.73,0.27,0.5,89795,5,Hybrid,North Central,3282,3017,6299,7205,3602,3603,396221940
3MTT,2022,Free,0,29881,0.7,0.31,0.54,294709,2,Online,North West,3674,6027,9701,20916,11294,9622,0
3MTT,2022,Paid,321454,43003,0.53,0.49,0.62,339405,2,Online,North West,4993,1484,6477,22791,14130,8661,13823486362
ALX,2024,Paid,348018,4882,0.61,0.43,0.75,123013,7,Online,South East,4990,4498,9488,2978,2233,745,1699023876
3MTT,2022,Free,0,27367,0.41,0.59,0.79,211436,11,Hybrid,South East,1169,7871,9040,11220,8863,2357,0
HNG,2024,Free,0,47440,0.78,0.2,0.74,306971,10,Online,South West,2929,641,3570,37003,27382,9621,0
3MTT,2024,Subsidized,21559,15667,0.41,0.6,0.65,161060,7,Hybrid,North West,3106,4502,7608,6423,4174,2249,337764853
HNG,2022,Free,0,24812,0.86,0.12,0.75,284986,2,Hybrid,North East,339,2780,3119,21338,16003,5335,0
3MTT,2022,Paid,235797,43705,0.4,0.63,0.34,105457,5,Hybrid,North East,4520,4737,9257,17482,5943,11539,10305507885
HNG,2025,Paid,414281,1059,0.44,0.58,0.52,308748,2,Online,North Central,137,2272,2409,465,241,224,438723579
HNG,2022,Paid,197243,26516,0.66,0.37,0.73,347311,9,Online,North Central,1851,2247,4098,17500,12775,4725,5230095388
HNG,2022,Free,0,756,0.48,0.57,0.38,256443,3,Hybrid,North Central,2075,3416,5491,362,137,225,0
HNG,2025,Free,0,45316,0.73,0.23,0.43,224938,10,Hybrid,South East,1076,7545,8621,33080,14224,18856,0
3MTT,2023,Subsidized,80686,5012,0.55,0.44,0.33,144591,3,Online,North Central,4796,5795,10591,2756,909,1847,404398232
3MTT,2024,Subsidized,30778,13001,0.51,0.51,0.39,103341,10,Online,South South,3910,5500,9410,6630,2585,4045,400144778
3MTT,2023,Free,0,14269,0.79,0.25,0.4,284446,5,Hybrid,South West,1945,5950,7895,11272,4508,6764,0
ALX,2022,Free,0,48958,0.53,0.47,0.54,257946,6,Hybrid,North Central,4839,1559,6398,25947,14011,11936,0
3MTT,2023,Free,0,4742,0.89,0.15,0.4,372926,9,Hybrid,North Central,3599,7211,10810,4220,1688,2532,0
ALX,2022,Subsidized,28080,23707,0.59,0.41,0.59,203791,3,Hybrid,South East,171,5746,5917,13987,8252,5735,665692560
HNG,2023,Free,0,18732,0.53,0.44,0.48,125708,4,Online,North Central,3126,2228,5354,9927,4764,5163,0
HNG,2025,Subsidized,58737,3120,0.68,0.34,0.46,133024,2,Hybrid,South South,4883,1349,6232,2121,975,1146,183259440
HNG,2024,Subsidized,46548,35934,0.81,0.15,0.31,351978,2,Online,North East,2754,6099,8853,29106,9022,20084,1672655832
ALX,2023,Subsidized,94723,7726,0.73,0.32,0.39,383760,8,Hybrid,South East,4506,756,5262,5639,2199,3440,731829898
3MTT,2022,Paid,212148,42821,0.83,0.15,0.4,113545,9,Online,South South,3239,5825,9064,35541,14216,21325,9084389508
3MTT,2025,Paid,240547,13378,0.45,0.53,0.63,135479,8,Hybrid,North Central,2438,2055,4493,6020,3792,2228,3218037766
3MTT,2023,Paid,359642,27615,0.82,0.18,0.73,391896,2,Hybrid,South South,1088,7233,8321,22644,16530,6114,9931513830
HNG,2025,Free,0,6401,0.78,0.27,0.69,302036,10,Online,South East,2424,7596,10020,4992,3444,1548,0
ALX,2024,Free,0,12045,0.62,0.36,0.6,94318,8,Hybrid,North West,3620,1979,5599,7467,4480,2987,0
3MTT,2023,Paid,447821,37284,0.82,0.19,0.32,215311,2,Online,South West,1519,4350,5869,30572,9783,20789,16696558164
ALX,2023,Paid,257088,12436,0.81,0.14,0.74,314456,2,Online,South East,571,6417,6988,10073,7454,2619,3197146368
3MTT,2024,Free,0,34678,0.45,0.51,0.66,100946,8,Online,South South,2884,3241,6125,15605,10299,5306,0
3MTT,2025,Free,0,24171,0.7,0.33,0.35,399957,8,Hybrid,South East,4085,1831,5916,16919,5921,10998,0
3MTT,2024,Free,0,28088,0.83,0.22,0.5,92419,3,Online,North Central,1605,4929,6534,23313,11656,11657,0
HNG,2022,Paid,262357,23539,0.7,0.34,0.72,80916,8,Hybrid,North East,3233,998,4231,16477,11863,4614,6175621423
HNG,2025,Free,0,16605,0.79,0.19,0.66,397545,4,Hybrid,North East,2993,1092,4085,13117,8657,4460,0
ALX,2023,Free,0,39141,0.67,0.34,0.43,312062,6,Online,North Central,4612,615,5227,26224,11276,14948,0
3MTT,2024,Subsidized,96772,22524,0.55,0.49,0.69,341139,11,Online,North East,1856,2573,4429,12388,8547,3841,2179692528
3MTT,2025,Free,0,31705,0.87,0.14,0.35,298961,11,Hybrid,South East,1076,934,2010,27583,9654,17929,0
3MTT,2022,Free,0,13780,0.67,0.3,0.59,90207,9,Hybrid,North West,4163,2830,6993,9232,5446,3786,0
3MTT,2024,Paid,141340,46847,0.57,0.46,0.44,362081,4,Hybrid,South East,1307,4053,5360,26702,11748,14954,6621354980
3MTT,2023,Subsidized,92154,45391,0.76,0.28,0.65,193135,4,Online,South West,3436,6352,9788,34497,22423,12074,4182962214
3MTT,2024,Free,0,11679,0.74,0.25,0.67,130298,2,Online,South East,2664,642,3306,8642,5790,2852,0
HNG,2022,Subsidized,61792,15174,0.81,0.18,0.42,372164,8,Hybrid,North West,3509,889,4398,12290,5161,7129,937631808
3MTT,2024,Free,0,26245,0.82,0.21,0.69,174702,7,Online,South West,4942,2684,7626,21520,14848,6672,0
ALX,2025,Free,0,3097,0.64,0.31,0.62,336587,2,Online,North West,3440,4111,7551,1982,1228,754,0
3MTT,2025,Free,0,41206,0.75,0.25,0.63,247403,10,Online,North East,3200,6382,9582,30904,19469,11435,0
ALX,2025,Free,0,28203,0.56,0.49,0.63,181398,8,Hybrid,North East,2384,5252,7636,15793,9949,5844,0
ALX,2024,Subsidized,71672,12547,0.42,0.57,0.41,322431,2,Online,South West,3783,6904,10687,5269,2160,3109,899268584
3MTT,2025,Subsidized,78847,41323,0.41,0.63,0.58,163591,2,Online,South East,2242,1348,3590,16942,9826,7116,3258194581
3MTT,2024,Subsidized,24102,36810,0.71,0.32,0.55,397330,6,Hybrid,North East,2440,5526,7966,26135,14374,11761,887194620
3MTT,2022,Free,0,43554,0.84,0.16,0.56,362121,2,Online,South South,3248,968,4216,36585,20487,16098,0
ALX,2025,Paid,456930,19094,0.68,0.34,0.55,375761,2,Hybrid,South West,1931,1672,3603,12983,7140,5843,8724621420
3MTT,2023,Free,0,48594,0.53,0.48,0.77,174120,4,Online,North East,819,3435,4254,25754,19830,5924,0
3MTT,2025,Free,0,42132,0.45,0.5,0.58,94439,5,Online,South East,2486,4982,7468,18959,10996,7963,0
HNG,2025,Subsidized,84094,45778,0.45,0.53,0.52,296877,7,Hybrid,South South,3450,1250,4700,20600,10712,9888,3849655132
HNG,2023,Subsidized,40156,20800,0.43,0.56,0.39,153631,7,Hybrid,South South,2597,6895,9492,8944,3488,5456,835244800
HNG,2025,Paid,151786,3268,0.87,0.13,0.56,135107,9,Online,North East,2483,2854,5337,2843,1592,1251,496036648
HNG,2022,Free,0,46157,0.5,0.52,0.34,94123,6,Hybrid,North East,4418,7999,12417,23078,7846,15232,0
ALX,2025,Subsidized,38344,34741,0.49,0.53,0.45,158784,5,Online,South East,3916,1478,5394,17023,7660,9363,1332108904
HNG,2022,Subsidized,46797,48073,0.88,0.13,0.58,113359,9,Online,North West,287,7364,7651,42304,24536,17768,2249672181
3MTT,2024,Free,0,9125,0.54,0.45,0.35,203182,8,Hybrid,South West,2688,5341,8029,4927,1724,3203,0
3MTT,2022,Free,0,9453,0.51,0.51,0.62,208140,11,Hybrid,South West,327,2528,2855,4821,2989,1832,0
ALX,2025,Paid,445773,6282,0.57,0.47,0.31,97152,4,Online,South East,3204,4555,7759,3580,1109,2471,2800345986
HNG,2024,Paid,445395,41529,0.83,0.19,0.39,391776,9,Online,North Central,2893,3092,5985,34469,13442,21027,18496808955
ALX,2025,Free,0,22674,0.76,0.28,0.43,232418,11,Online,North Central,1525,4520,6045,17232,7409,9823,0
3MTT,2025,Paid,429572,30254,0.53,0.51,0.75,224490,3,Online,North East,1802,7950,9752,16034,12025,4009,12996271288
HNG,2023,Free,0,18902,0.83,0.21,0.47,189688,5,Online,South East,1237,5195,6432,15688,7373,8315,0
HNG,2023,Free,0,29874,0.73,0.24,0.75,287167,2,Hybrid,South West,3788,7685,11473,21808,16356,5452,0
ALX,2023,Free,0,45206,0.47,0.55,0.72,119218,7,Hybrid,North East,490,4084,4574,21246,15297,5949,0
3MTT,2023,Subsidized,50990,20015,0.55,0.45,0.51,81391,8,Online,North Central,2638,3890,6528,11008,5614,5394,1020564850
ALX,2023,Paid,145647,17629,0.4,0.61,0.46,80799,11,Hybrid,North East,935,6982,7917,7051,3243,3808,2567610963
3MTT,2024,Subsidized,41767,41500,0.56,0.45,0.74,365916,3,Hybrid,South East,2140,4539,6679,23240,17197,6043,1733330500
HNG,2023,Subsidized,89002,47053,0.67,0.37,0.35,149109,4,Hybrid,North West,4954,4458,9412,31525,11033,20492,4187811106
3MTT,2023,Paid,154555,20314,0.75,0.25,0.43,247731,4,Hybrid,North Central,406,1562,1968,15235,6551,8684,3139630270
ALX,2024,Free,0,31346,0.42,0.63,0.37,286232,8,Online,South East,402,7831,8233,13165,4871,8294,0
ALX,2025,Subsidized,98018,34818,0.42,0.53,0.42,256540,11,Online,South South,334,2596,2930,14623,6141,8482,3412790724
HNG,2022,Paid,253995,2409,0.44,0.6,0.43,97140,9,Online,South East,1594,5940,7534,1059,455,604,611873955
ALX,2023,Free,0,9130,0.46,0.53,0.8,288590,9,Online,North East,3865,3376,7241,4199,3359,840,0
3MTT,2022,Free,0,996,0.85,0.2,0.8,200118,4,Online,North East,2823,858,3681,846,676,170,0
ALX,2023,Paid,358414,16875,0.79,0.24,0.76,280798,8,Hybrid,North West,861,389,1250,13331,10131,3200,6048236250
ALX,2025,Free,0,10138,0.63,0.38,0.32,99996,11,Online,North East,1416,7330,8746,6386,2043,4343,0
HNG,2024,Free,0,6289,0.41,0.54,0.76,262088,6,Online,North East,2736,7830,10566,2578,1959,619,0
HNG,2024,Free,0,35536,0.78,0.21,0.45,174527,11,Online,South South,1387,3044,4431,27718,12473,15245,0
ALX,2022,Subsidized,27637,1160,0.54,0.44,0.36,280015,4,Hybrid,North Central,4860,7013,11873,626,225,401,32058920
HNG,2023,Paid,319356,46733,0.45,0.54,0.33,223635,3,Hybrid,North West,4837,4800,9637,21029,6939,14090,14924463948
HNG,2025,Free,0,20608,0.6,0.4,0.5,396615,3,Hybrid,South West,1773,4787,6560,12364,6182,6182,0
3MTT,2023,Subsidized,47414,21395,0.8,0.19,0.42,364833,6,Hybrid,South South,4047,6809,10856,17116,7188,9928,1014422530
ALX,2023,Free,0,48848,0.84,0.2,0.69,119767,7,Hybrid,North West,111,5582,5693,41032,28312,12720,0
3MTT,2022,Subsidized,69177,2306,0.45,0.57,0.7,191198,4,Online,South East,1625,960,2585,1037,725,312,159522162
ALX,2022,Free,0,1555,0.86,0.16,0.69,118725,9,Hybrid,South South,4281,1699,5980,1337,922,415,0
ALX,2024,Subsidized,39476,3544,0.48,0.47,0.42,194832,5,Hybrid,North East,3246,2025,5271,1701,714,987,139902944
3MTT,2023,Subsidized,24414,17994,0.54,0.47,0.67,249737,11,Online,North Central,1850,7874,9724,9716,6509,3207,439305516
3MTT,2025,Free,0,6245,0.45,0.57,0.63,272608,8,Online,South West,173,1559,1732,2810,1770,1040,0
HNG,2023,Free,0,29379,0.52,0.49,0.37,287836,4,Hybrid,North East,1760,4549,6309,15277,5652,9625,0
ALX,2022,Paid,329707,8012,0.42,0.61,0.6,322802,10,Hybrid,South East,2981,5153,8134,3365,2019,1346,2641612484
3MTT,2023,Subsidized,82457,35843,0.79,0.16,0.54,370834,3,Online,North Central,502,4183,4685,28315,15290,13025,2955506251
HNG,2022,Subsidized,34440,8460,0.57,0.39,0.43,168952,5,Online,North East,492,6547,7039,4822,2073,2749,291362400
HNG,2023,Free,0,5041,0.59,0.43,0.33,110531,10,Online,South West,1534,6481,8015,2974,981,1993,0
HNG,2022,Subsidized,42076,19238,0.42,0.59,0.65,330309,9,Online,North Central,2334,3066,5400,8079,5251,2828,809458088
HNG,2022,Paid,218319,33043,0.8,0.17,0.66,385059,7,Online,South West,4979,3330,8309,26434,17446,8988,7213914717
3MTT,2024,Subsidized,76792,28242,0.76,0.28,0.35,176950,4,Hybrid,North West,2496,642,3138,21463,7512,13951,2168759664
3MTT,2025,Subsidized,57145,11099,0.52,0.5,0.75,277639,2,Online,North West,440,4767,5207,5771,4328,1443,634252355
3MTT,2024,Paid,259423,19180,0.4,0.57,0.47,163211,2,Hybrid,North Central,3424,2180,5604,7672,3605,4067,4975733140
HNG,2025,Subsidized,68926,38703,0.47,0.55,0.36,171865,2,Hybrid,South South,3587,7583,11170,18190,6548,11642,2667642978
ALX,2025,Subsidized,37274,47126,0.87,0.09,0.5,261593,2,Hybrid,North Central,418,2464,2882,40999,20499,20500,1756574524
HNG,2024,Subsidized,48287,8491,0.86,0.18,0.67,315311,5,Hybrid,North West,4946,467,5413,7302,4892,2410,410004917
3MTT,2023,Free,0,1069,0.8,0.17,0.42,375182,2,Hybrid,North West,1357,258,1615,855,359,496,0
ALX,2024,Subsidized,90394,41849,0.4,0.58,0.56,217980,6,Online,South West,1209,7129,8338,16739,9373,7366,3782898506
ALX,2022,Subsidized,38033,7851,0.41,0.58,0.47,297986,6,Online,South South,902,1915,2817,3218,1512,1706,298597083
ALX,2025,Subsidized,84377,44467,0.83,0.15,0.79,339896,9,Hybrid,South South,4847,2423,7270,36907,29156,7751,3751992059
ALX,2025,Paid,241758,37949,0.73,0.26,0.61,372021,11,Hybrid,North West,4138,1252,5390,27702,16898,10804,9174474342
HNG,2022,Free,0,9021,0.65,0.34,0.5,316503,10,Online,North West,2793,825,3618,5863,2931,2932,0
ALX,2024,Free,0,23743,0.85,0.17,0.75,152788,11,Hybrid,North East,775,4387,5162,20181,15135,5046,0
3MTT,2022,Free,0,18671,0.82,0.19,0.62,153601,3,Online,South South,1994,7985,9979,15310,9492,5818,0
3MTT,2023,Subsidized,66638,11768,0.42,0.55,0.39,87887,4,Online,North East,3550,3865,7415,4942,1927,3015,784195984
HNG,2022,Subsidized,81762,35437,0.86,0.13,0.34,162494,5,Online,North Central,4577,5599,10176,30475,10361,20114,2897399994
3MTT,2023,Free,0,22376,0.81,0.15,0.75,309415,8,Online,South West,2000,2417,4417,18124,13593,4531,0
HNG,2022,Paid,314275,9275,0.48,0.5,0.6,271082,8,Hybrid,South South,516,5350,5866,4452,2671,1781,2914900625
ALX,2023,Paid,251969,29992,0.82,0.13,0.73,342399,2,Hybrid,South West,3062,2482,5544,24593,17952,6641,7557054248
3MTT,2022,Free,0,18361,0.66,0.39,0.72,86277,6,Online,South East,447,365,812,12118,8724,3394,0
3MTT,2025,Free,0,42042,0.46,0.51,0.52,246685,10,Online,North East,4294,1465,5759,19339,10056,9283,0
HNG,2023,Subsidized,32938,11659,0.69,0.3,0.56,179372,9,Online,South East,2836,5029,7865,8044,4504,3540,384024142
ALX,2025,Subsidized,30411,22195,0.55,0.45,0.78,218117,9,Online,North West,2887,570,3457,12207,9521,2686,674972145
3MTT,2025,Paid,206147,32089,0.58,0.4,0.7,294340,6,Hybrid,North East,2522,3828,6350,18611,13027,5584,6615051083
3MTT,2023,Subsidized,84230,42128,0.5,0.45,0.42,326514,4,Online,North West,2749,5627,8376,21064,8846,12218,3548441440
ALX,2025,Paid,463727,27254,0.59,0.41,0.62,233625,7,Online,North East,4679,2927,7606,16079,9968,6111,12638415658
ALX,2024,Free,0,33856,0.55,0.41,0.4,323722,6,Hybrid,North Central,2179,6303,8482,18620,7448,11172,0
HNG,2022,Paid,420739,40051,0.76,0.26,0.34,85914,6,Online,North Central,4988,6577,11565,30438,10348,20090,16851017689
3MTT,2025,Subsidized,47360,38305,0.89,0.09,0.42,178385,8,Online,North Central,1506,7610,9116,34091,14318,19773,1814124800
ALX,2022,Free,0,31659,0.47,0.54,0.49,198368,9,Online,South South,1858,2799,4657,14879,7290,7589,0
3MTT,2023,Paid,333229,34769,0.45,0.53,0.61,358642,7,Online,North Central,2447,1241,3688,15646,9544,6102,11586039101
3MTT,2025,Paid,431356,46285,0.66,0.37,0.38,140204,10,Hybrid,South East,2494,4467,6961,30548,11608,18940,19965312460
3MTT,2024,Free,0,9180,0.52,0.45,0.71,201831,2,Hybrid,South South,2624,6725,9349,4773,3388,1385,0
ALX,2022,Subsidized,26487,31610,0.41,0.63,0.58,345161,7,Online,North West,286,1997,2283,12960,7516,5444,837254070
3MTT,2022,Free,0,38959,0.86,0.12,0.39,374065,9,Online,North East,3210,268,3478,33504,13066,20438,0
3MTT,2022,Free,0,23877,0.53,0.46,0.38,391869,8,Online,South South,4841,1678,6519,12654,4808,7846,0
HNG,2023,Free,0,14798,0.79,0.23,0.62,120934,6,Online,North Central,4750,4720,9470,11690,7247,4443,0
3MTT,2022,Subsidized,73678,31823,0.47,0.57,0.54,352459,2,Hybrid,South East,3969,7455,11424,14956,8076,6880,2344654994
ALX,2025,Paid,107971,31769,0.81,0.22,0.72,249180,2,Online,South West,2445,7347,9792,25732,18527,7205,3430130699
ALX,2023,Paid,353978,14282,0.81,0.16,0.75,158004,10,Hybrid,South East,4842,4156,8998,11568,8676,2892,5055513796
HNG,2025,Free,0,27768,0.62,0.36,0.5,376437,5,Online,North East,4437,6492,10929,17216,8608,8608,0
HNG,2024,Free,0,48223,0.57,0.39,0.43,340226,10,Hybrid,North Central,2210,5630,7840,27487,11819,15668,0
ALX,2023,Free,0,49244,0.66,0.36,0.72,155010,7,Hybrid,South South,2078,1012,3090,32501,23400,9101,0
ALX,2024,Free,0,26292,0.57,0.43,0.63,200601,6,Online,North East,3437,2575,6012,14986,9441,5545,0
3MTT,2025,Subsidized,24791,32236,0.48,0.51,0.46,135609,4,Hybrid,South West,2633,5971,8604,15473,7117,8356,799162676
HNG,2024,Free,0,24304,0.9,0.07,0.55,204786,3,Hybrid,South East,2693,295,2988,21873,12030,9843,0
3MTT,2022,Subsidized,79622,15110,0.63,0.34,0.75,369445,4,Online,North West,1517,6818,8335,9519,7139,2380,1203088420
ALX,2024,Paid,141722,46859,0.61,0.37,0.43,335416,2,Hybrid,South South,1939,1934,3873,28583,12290,16293,6640951198
3MTT,2025,Subsidized,54674,18605,0.51,0.5,0.49,334204,5,Hybrid,South East,2010,2721,4731,9488,4649,4839,1017209770
HNG,2022,Subsidized,53826,44998,0.61,0.34,0.55,92809,4,Hybrid,South South,4978,7454,12432,27448,15096,12352,2422062348
ALX,2023,Subsidized,64498,41485,0.47,0.53,0.41,142598,8,Hybrid,North East,3327,2072,5399,19497,7993,11504,2675699530
ALX,2022,Paid,470707,25408,0.89,0.15,0.5,298417,4,Hybrid,South West,3129,6206,9335,22613,11306,11307,11959723456
3MTT,2024,Subsidized,87936,44831,0.41,0.62,0.31,359707,11,Hybrid,North Central,3750,2702,6452,18380,5697,12683,3942258816
ALX,2022,Free,0,39165,0.71,0.32,0.62,243947,6,Online,North West,803,6678,7481,27807,17240,10567,0
HNG,2023,Paid,400455,32856,0.8,0.18,0.63,276322,11,Online,North Central,143,708,851,26284,16558,9726,13157349480
3MTT,2025,Free,0,22295,0.56,0.47,0.41,99659,4,Online,North Central,3835,3265,7100,12485,5118,7367,0
ALX,2022,Paid,300903,27709,0.53,0.47,0.49,173254,3,Online,North West,4715,1236,5951,14685,7195,7490,8337721227
3MTT,2024,Paid,348342,23329,0.62,0.34,0.56,213624,5,Hybrid,North West,4520,4874,9394,14463,8099,6364,8126470518
3MTT,2024,Paid,482465,45528,0.5,0.53,0.72,339125,11,Online,South East,3785,831,4616,22764,16390,6374,21965666520
ALX,2022,Subsidized,99782,13346,0.46,0.57,0.43,198643,11,Online,South West,504,5576,6080,6139,2639,3500,1331690572
3MTT,2022,Free,0,8580,0.85,0.18,0.55,357845,8,Hybrid,South South,957,1484,2441,7293,4011,3282,0
3MTT,2023,Subsidized,68043,8114,0.47,0.57,0.45,260076,4,Online,South South,2765,4714,7479,3813,1715,2098,552100902
ALX,2022,Paid,485887,17069,0.85,0.11,0.37,351615,5,Hybrid,North East,3794,3481,7275,14508,5367,9141,8293605203
